8565550009,1763494356,867,22,0,True,0,,,,,58,8,16,12,10,2025-11-18T22:52:00.773954,15,13,10,424.2,414.6,282,30,11,16,6,379.8,256.6,147,16
8565544017,1763494108,986,22,7,True,0,,0,0,,58,3,14,11,10,2025-11-18T22:52:01.936659,14,11,23,447.0,330.8,232,27,11,15,10,321.6,335.0,354,27
8565541219,1763493982,1191,22,7,False,0,,0,0,,58,3,9,29,10,2025-11-18T22:52:03.114728,9,29,15,284.2,313.2,272,13,27,9,32,610.6,557.4,710,33
8565538316,1763493852,1241,22,7,True,0,,0,0,,58,5,37,6,10,2025-11-18T22:52:04.277601,37,6,65,498.8,482.8,466,39,6,37,13,288.2,326.4,379,13
8565537402,1763493812,1147,4,0,True,0,,,,,58,3,12,12,10,2025-11-18T22:52:05.764248,12,12,12,380.8,407.2,404,14,12,12,9,305.4,216.6,138,20
8565537313,1763493811,1466,22,0,False,0,,,,,58,8,5,42,10,2025-11-18T22:52:07.071761,3,42,6,222.8,232.4,195,4,42,5,60,398.6,455.6,329,18
8565533900,1763493657,1579,22,7,True,0,,0,0,,58,8,37,17,10,2025-11-18T22:52:08.243705,35,17,67,490.8,494.2,473,37,17,37,21,309.4,367.0,372,23
8565533316,1763493632,1439,22,7,True,0,,0,0,,58,8,35,12,10,2025-11-18T22:52:09.421789,34,12,44,573.0,719.0,679,28,11,36,14,355.6,432.2,499,26
8565532719,1763493603,1473,22,7,True,0,,0,0,,58,8,35,9,10,2025-11-18T22:52:10.592496,34,9,61,535.6,565.4,579,29,9,35,13,309.0,374.0,496,45
8565532114,1763493563,1621,22,7,False,0,,0,0,,58,3,12,53,10,2025-11-18T22:52:11.767405,10,53,34,331.4,373.6,374,35,52,12,104,553.4,679.6,597,27
8565531810,1763493568,1638,22,7,True,0,,0,0,,58,8,50,15,10,2025-11-18T22:52:12.934448,49,15,81,534.2,680.6,570,49,14,50,28,344.6,454.4,390,31
8565531304,1763493517,1650,22,7,False,0,,0,0,,58,15,8,40,10,2025-11-18T22:52:14.099657,7,41,16,297.4,363.4,375,18,40,8,63,560.6,634.6,746,62
8565531204,1763493541,792,22,7,False,0,,0,0,,58,8,5,26,10,2025-11-18T22:52:15.260539,5,26,7,220.8,215.6,111,14,26,5,31,469.0,399.2,227,47
8565531115,1763493538,1497,22,7,False,0,,0,0,,58,3,14,49,10,2025-11-18T22:52:16.439761,14,50,29,306.0,367.6,240,16,49,14,95,459.4,492.4,366,47
8565530911,1763493521,1695,22,0,False,0,,,,,58,8,16,47,10,2025-11-18T22:52:17.724921,15,49,15,308.6,406.4,512,34,46,16,52,495.4,549.6,527,36
8565530610,1763493512,1553,22,7,True,0,,0,0,,58,3,51,14,10,2025-11-18T22:52:18.935718,48,14,96,601.6,717.8,595,35,14,51,24,342.6,396.8,483,38
8565530605,1763493512,1388,22,7,False,0,,0,0,,58,8,9,34,10,2025-11-18T22:52:20.262493,8,34,16,322.6,382.0,435,27,34,9,62,526.4,611.0,539,46
8565530503,1763493512,1760,22,7,True,0,,0,0,,58,5,41,9,10,2025-11-18T22:52:21.444827,41,9,95,549.2,602.0,765,42,9,41,18,345.0,382.8,678,46
8565530303,1763493503,1484,22,7,True,0,,0,0,,58,8,62,14,10,2025-11-18T22:52:22.614596,61,14,79,534.8,650.0,507,37,13,62,21,387.2,299.4,183,27
8565530208,1763493487,991,22,7,True,0,,0,0,,58,14,103,8,10,2025-11-18T22:52:23.779012,98,8,95,589.2,459.4,212,7,3,103,1,171.4,59.4,5,0
8565529716,1763493476,1374,4,0,True,0,,,,,58,3,43,7,10,2025-11-18T22:52:24.991702,43,7,91,492.4,503.2,457,57,6,43,14,243.6,241.8,236,10
8565529618,1763493472,1293,22,7,True,0,,0,0,,58,8,33,8,10,2025-11-18T22:52:26.168949,33,8,35,548.6,579.6,569,72,8,33,17,258.6,274.0,269,14
8565529511,1763493466,1136,22,7,False,0,,0,0,,58,8,14,26,10,2025-11-18T22:52:27.338473,14,26,20,355.2,329.0,219,22,26,14,25,469.8,447.6,367,37
8565529204,1763493451,1300,22,7,True,0,,0,0,,58,8,26,7,10,2025-11-18T22:52:28.517737,26,7,25,538.4,550.0,583,49,7,26,8,343.4,394.2,464,15
8565529113,1763493451,1632,22,7,True,0,,0,0,,58,8,53,13,10,2025-11-18T22:52:29.695387,53,13,71,522.0,690.6,574,31,12,53,17,346.4,390.8,474,16
8565528409,1763493412,1777,22,7,True,0,,0,0,,58,5,51,17,10,2025-11-18T22:52:30.879303,49,18,102,586.0,767.0,781,24,17,51,28,366.2,435.6,592,36
8565528012,1763493403,1700,22,7,False,0,,0,0,,58,3,16,55,10,2025-11-18T22:52:32.044864,15,56,22,358.8,434.0,533,50,54,16,115,548.8,680.2,599,32
8565527918,1763493397,1313,22,7,True,0,,0,0,,58,3,44,7,10,2025-11-18T22:52:33.308218,43,7,68,525.2,546.8,543,38,6,44,10,285.4,358.2,380,23
8565527805,1763493392,1860,22,7,True,0,,0,0,,58,3,73,20,10,2025-11-18T22:52:34.488141,72,20,167,614.8,874.2,714,41,20,73,38,373.0,466.8,485,26
8565527615,1763493382,1461,22,7,True,0,,0,0,,58,9,39,6,10,2025-11-18T22:52:35.665636,39,6,57,534.4,556.8,587,30,5,39,9,235.4,214.8,269,11
